"収支","日付","金額","項目名","内訳名","備考"
"支出","15-12-01","￥108","食費","--------",""
"支出","15-12-02","￥250","食費","--------",""
"支出","15-12-02","￥208","食費","--------",""
"支出","15-12-02","￥430","食費","朝昼",""
"支出","15-12-03","￥108","食費","--------",""
"支出","15-12-03","￥258","食費","--------",""
"支出","15-12-04","￥1,138","食費","--------",""
"支出","15-12-04","￥1,200","交際費","--------","ラーメン"
"支出","15-12-05","￥2,500","仕事","--------","windows7.office2013"
"支出","15-12-05","￥1,020","交際費","--------","コーヒー"
"支出","15-12-07","￥420","生活","たばこ",""
"支出","15-12-07","￥350","食費","--------",""
"支出","15-12-08","￥130","食費","--------",""
"支出","15-12-08","￥108","食費","--------",""
"支出","15-12-08","￥208","食費","--------",""
"支出","15-12-09","￥600","家","--------","出産関連"
"支出","15-12-09","￥430","食費","朝昼",""
"支出","15-12-09","￥230","食費","--------",""
"支出","15-12-09","￥2,300","仕事","--------","レノボバッテリー"
"支出","15-12-11","￥460","食費","--------",""
"支出","15-12-11","￥1,100","家","子供",""
"支出","15-12-11","￥355","食費","朝昼",""
"支出","15-12-11","￥180","食費","--------",""
"支出","15-12-12","￥460","食費","--------",""
"支出","15-12-12","￥400","食費","--------",""
"支出","15-12-12","￥250","食費","--------",""
"支出","15-12-13","￥840","食費","--------",""
"支出","15-12-14","￥430","食費","--------",""
"支出","15-12-14","￥450","食費","朝昼",""
"支出","15-12-15","￥200","食費","--------",""
"支出","15-12-15","￥430","食費","朝昼",""
"支出","15-12-15","￥208","食費","--------",""
"支出","15-12-16","￥108","食費","--------",""
"支出","15-12-16","￥265","食費","朝昼",""
"支出","15-12-17","￥402","食費","朝昼",""
"支出","15-12-17","￥175","食費","--------",""
"支出","15-12-17","￥411","食費","--------",""
"支出","15-12-18","￥23,333","仕事","交通費",""
"支出","15-12-18","￥430","食費","朝昼",""
"支出","15-12-18","￥400","食費","--------",""
"支出","15-12-19","￥8,400","趣味","PC","mac sdカード"
"支出","15-12-21","￥530","食費","朝昼",""
"支出","15-12-21","￥108","食費","--------",""
"支出","15-12-22","￥2,080","生活","--------","年賀状"
"支出","15-12-22","￥540","食費","--------",""
"支出","15-12-22","￥208","食費","--------",""
"支出","15-12-22","￥530","食費","朝昼",""
"支出","15-12-22","￥130","食費","--------",""
"支出","15-12-23","￥19,800","仕事","--------","鞄"
"支出","15-12-24","￥430","食費","朝昼",""
"支出","15-12-25","￥258","食費","--------",""
"支出","15-12-25","￥400","交際費","--------","ケンタッキー"
"支出","15-12-25","￥475","食費","朝昼",""
"支出","15-12-25","￥175","食費","--------",""
"支出","15-12-27","￥1,000","通信費","--------","sim"
"支出","15-12-27","￥1,000","趣味","--------","hulu"
"支出","15-12-27","￥400","趣味","--------","yahoo"
"支出","15-12-27","￥1,300","通信費","--------","au"
"支出","15-12-27","￥650","食費","--------",""
"支出","15-12-27","￥1,300","家","--------","おむつ"
"支出","15-12-28","￥345","食費","朝昼",""
"支出","15-12-28","￥175","食費","--------",""
"支出","15-12-28","￥360","食費","--------",""
"支出","15-12-30","￥7,700","交際費","--------","付属忘年会"
"支出","15-12-31","￥4,000","生活","--------","食材など"
"支出","15-12-31","￥200","家","--------","色紙"
"支出","15-12-31","￥550","食費","--------",""
