"収支","日付","金額","項目名","内訳名","備考"
"支出","14-03-01","￥1,150","山・岩","--------","リーダーかい"
"支出","14-03-01","￥410","生活","--------","たばこ"
"支出","14-03-01","￥210","食費","--------",""
"支出","14-03-01","￥820","食費","--------",""
"支出","14-03-02","￥4,400","交際費","--------","焼き肉"
"支出","14-03-03","￥390","食費","--------",""
"支出","14-03-03","￥240","食費","--------",""
"支出","14-03-03","￥270","交際費","--------","茨木"
"支出","14-03-04","￥8,820","仕事","--------",""
"支出","14-03-04","￥390","食費","--------",""
"支出","14-03-04","￥350","食費","--------",""
"支出","14-03-05","￥390","食費","--------",""
"支出","14-03-05","￥120","食費","--------",""
"支出","14-03-06","￥670","食費","--------",""
"支出","14-03-06","￥590","食費","--------",""
"支出","14-03-06","￥120","食費","--------",""
"支出","14-03-07","￥1,500","食費","--------",""
"支出","14-03-07","￥248","食費","--------",""
"支出","14-03-07","￥470","食費","--------",""
"支出","14-03-08","￥1,000","交際費","--------","王将"
"支出","14-03-09","￥1,500","交際費","--------","実家に帰る"
"支出","14-03-10","￥700","食費","--------",""
"支出","14-03-10","￥380","食費","--------",""
"支出","14-03-10","￥120","食費","--------",""
"支出","14-03-11","￥800","本","--------","本"
"支出","14-03-11","￥7,000","二輪","--------","グローブらプロテクター"
"支出","14-03-11","￥380","食費","--------",""
"支出","14-03-11","￥128","食費","--------",""
"支出","14-03-11","￥246","食費","--------",""
"支出","14-03-12","￥388","食費","--------",""
"支出","14-03-12","￥170","食費","--------",""
"支出","14-03-12","￥410","生活","--------",""
"支出","14-03-13","￥100","食費","--------",""
"支出","14-03-13","￥490","食費","--------",""
"支出","14-03-14","￥460","食費","--------",""
"支出","14-03-14","￥1,500","交際費","--------","ホワイトデー"
"支出","14-03-14","￥248","食費","--------",""
"支出","14-03-14","￥240","食費","--------",""
"支出","14-03-15","￥205","食費","--------",""
"支出","14-03-15","￥1,100","交際費","--------","ケーキ"
"支出","14-03-16","￥600","食費","--------",""
"支出","14-03-17","￥220","食費","--------",""
"支出","14-03-17","￥480","食費","--------",""
"支出","14-03-17","￥100","食費","--------",""
"支出","14-03-18","￥490","食費","--------",""
"支出","14-03-18","￥110","食費","--------",""
"支出","14-03-18","￥105","食費","--------",""
"支出","14-03-18","￥240","食費","--------",""
"支出","14-03-19","￥210","食費","--------",""
"支出","14-03-20","￥450","食費","--------",""
"支出","14-03-20","￥128","食費","--------",""
"支出","14-03-21","￥800","食費","--------",""
"支出","14-03-22","￥300","食費","--------",""
"支出","14-03-22","￥1,000","交際費","--------","うどん"
"支出","14-03-23","￥1,500","交際費","--------",""
"支出","14-03-24","￥410","生活","--------",""
"支出","14-03-24","￥300","食費","--------",""
"支出","14-03-24","￥268","食費","--------",""
"支出","14-03-25","￥240","食費","--------",""
"支出","14-03-25","￥400","食費","--------",""
"支出","14-03-25","￥105","食費","--------",""
"支出","14-03-26","￥380","食費","--------",""
"支出","14-03-26","￥205","食費","--------",""
"支出","14-03-27","￥350","食費","--------",""
"支出","14-03-27","￥120","食費","--------",""
"支出","14-03-27","￥461","食費","--------",""
"支出","14-03-28","￥415","食費","--------",""
"支出","14-03-28","￥410","食費","--------",""
"支出","14-03-28","￥120","食費","--------",""
"支出","14-03-30","￥3,000","交通費","--------","ガソリン"
"支出","14-03-30","￥3,100","食費","--------","ひらっきょイナズマ"
"支出","14-03-30","￥10,000","生活","--------","ジーンズ"
"支出","14-03-31","￥230","食費","--------",""
"支出","14-03-31","￥380","食費","--------",""
