"収支","日付","金額","項目名","内訳名","備考"
"支出","16-03-01","￥130","食費","--------",""
"支出","16-03-01","￥430","食費","朝昼",""
"支出","16-03-01","￥100","食費","--------",""
"支出","16-03-01","￥420","生活","たばこ",""
"支出","16-03-01","￥890","交通費","--------","タクシー"
"支出","16-03-01","￥185","食費","--------",""
"支出","16-03-02","￥391","食費","--------",""
"支出","16-03-02","￥770","食費","朝昼",""
"支出","16-03-02","￥230","食費","--------",""
"支出","16-03-02","￥1,260","本","--------","スピード仕事術"
"支出","16-03-03","￥194","食費","--------",""
"支出","16-03-03","￥430","食費","朝昼",""
"支出","16-03-03","￥129","食費","--------",""
"支出","16-03-04","￥960","交通費","--------","タクシー"
"支出","16-03-04","￥230","食費","--------",""
"支出","16-03-04","￥430","食費","朝昼",""
"支出","16-03-04","￥120","食費","--------",""
"支出","16-03-04","￥6,000","交際費","--------","コヤマンカイ"
"支出","16-03-04","￥420","生活","たばこ",""
"支出","16-03-04","￥130","食費","--------",""
"支出","16-03-06","￥1,290","生活","--------","コーヒー"
"支出","16-03-07","￥108","食費","--------",""
"支出","16-03-07","￥220","食費","朝昼",""
"支出","16-03-07","￥110","食費","--------",""
"支出","16-03-08","￥90","交通費","--------","タクシー"
"支出","16-03-08","￥173","食費","--------",""
"支出","16-03-08","￥100","食費","--------",""
"支出","16-03-08","￥250","食費","--------",""
"支出","16-03-09","￥308","食費","--------",""
"支出","16-03-09","￥400","食費","朝昼",""
"支出","16-03-09","￥238","食費","--------",""
"支出","16-03-10","￥530","食費","朝昼",""
"支出","16-03-10","￥1,050","交通費","--------","タクシー"
"支出","16-03-10","￥500","食費","--------",""
"支出","16-03-10","￥1,800","趣味","文具","蛍光ペン、ポストイット、シャー芯"
"支出","16-03-11","￥670","趣味","文具","個別フォルダ"
"支出","16-03-11","￥308","食費","--------",""
"支出","16-03-11","￥430","食費","朝昼",""
"支出","16-03-11","￥130","食費","--------",""
"支出","16-03-15","￥210","食費","--------",""
"支出","16-03-15","￥530","食費","朝昼",""
"支出","16-03-15","￥230","食費","--------",""
"支出","16-03-16","￥163","食費","--------",""
"支出","16-03-16","￥430","食費","朝昼",""
"支出","16-03-16","￥100","食費","--------",""
"支出","16-03-16","￥420","生活","たばこ",""
"支出","16-03-17","￥200","食費","--------",""
"支出","16-03-17","￥430","食費","朝昼",""
"支出","16-03-17","￥300","食費","--------",""
"支出","16-03-18","￥480","食費","--------",""
"支出","16-03-18","￥345","食費","朝昼",""
"支出","16-03-18","￥180","食費","--------",""
"支出","16-03-18","￥1,000","交際費","--------","ワッフル"
"支出","16-03-19","￥2,000","交際費","--------","ラーメン"
"支出","16-03-21","￥520","食費","--------","コメダ"
"支出","16-03-22","￥270","食費","--------",""
"支出","16-03-22","￥2,000","山・岩","--------","ギアラック"
"支出","16-03-22","￥520","食費","--------",""
"支出","16-03-22","￥345","食費","朝昼",""
"支出","16-03-22","￥180","食費","--------",""
"支出","16-03-22","￥420","生活","たばこ",""
"支出","16-03-23","￥259","食費","--------",""
"支出","16-03-23","￥240","食費","朝昼",""
"支出","16-03-24","￥100","食費","--------",""
"支出","16-03-24","￥520","食費","朝昼",""
"支出","16-03-25","￥470","食費","朝昼",""
"支出","16-03-25","￥470","食費","--------",""
"支出","16-03-25","￥180","食費","--------",""
"支出","16-03-25","￥260","食費","--------",""
"支出","16-03-27","￥1,000","通信費","--------","sim"
"支出","16-03-27","￥1,000","趣味","--------","hulu"
"支出","16-03-27","￥400","趣味","--------","yahoo"
"支出","16-03-27","￥1,300","通信費","--------","au"
"支出","16-03-27","￥356","食費","--------",""
"支出","16-03-28","￥200","食費","--------",""
"支出","16-03-28","￥360","食費","朝昼",""
"支出","16-03-29","￥270","食費","--------",""
"支出","16-03-29","￥270","食費","--------",""
"支出","16-03-29","￥230","食費","--------",""
"支出","16-03-29","￥430","食費","朝昼",""
"支出","16-03-29","￥100","食費","--------",""
"支出","16-03-29","￥530","生活","たばこ",""
"支出","16-03-30","￥360","食費","--------",""
"支出","16-03-30","￥430","食費","朝昼",""
"支出","16-03-30","￥100","食費","--------",""
"支出","16-03-31","￥420","食費","--------",""
"支出","16-03-31","￥850","食費","朝昼",""
"支出","16-03-31","￥240","食費","--------",""
